2.377079  -0.194220 2.343022  -0.239206 2.332455  -0.147588 -0.237912 
2.392029  -0.195441 2.357894  -0.241027 2.347272  -0.148250 -0.239726 
2.406979  -0.196663 2.372781  -0.242849 2.362164  -0.148924 -0.241549 
2.421929  -0.197884 2.387683  -0.244673 2.376931  -0.149590 -0.243357 
2.436880  -0.199106 2.402601  -0.246501 2.391648  -0.150238 -0.245159 
2.451830  -0.200327 2.417511  -0.248329 2.406137  -0.150868 -0.246934 
2.466780  -0.201549 2.432255  -0.250151 2.421107  -0.151519 -0.248773 
2.481730  -0.202770 2.447114  -0.251995 2.435748  -0.152162 -0.250584 
2.496680  -0.203992 2.461984  -0.253841 2.452992  -0.152950 -0.252725 
2.511630  -0.205213 2.476868  -0.255689 2.467606  -0.153627 -0.254539 
2.526581  -0.206435 2.491769  -0.257539 2.482271  -0.154284 -0.256360 
2.541531  -0.207656 2.506684  -0.259393 2.497039  -0.154914 -0.258194 
2.556481  -0.208878 2.521585  -0.261246 2.511656  -0.155507 -0.260011 
2.571431  -0.210099 2.536327  -0.263095 2.526299  -0.156117 -0.261837 
2.586381  -0.211321 2.551183  -0.264965 2.540813  -0.156756 -0.263660 
2.601332  -0.212542 2.566050  -0.266837 2.555761  -0.157307 -0.265542 
2.616282  -0.213764 2.580934  -0.268710 2.570912  -0.157874 -0.267449 
2.631232  -0.214985 2.595833  -0.270586 2.585504  -0.158463 -0.269286 
2.646182  -0.216207 2.610745  -0.272465 2.600223  -0.159064 -0.271140 
2.661132  -0.217428 2.625627  -0.274342 2.615017  -0.159654 -0.273004 
2.676082  -0.218650 2.640376  -0.276220 2.629863  -0.160239 -0.274882 
2.691033  -0.219871 2.655230  -0.278115 2.644557  -0.160822 -0.276753 
2.705983  -0.221093 2.670095  -0.280012 2.659124  -0.161412 -0.278612 
2.720933  -0.222314 2.684977  -0.281911 2.673893  -0.162004 -0.280497 
2.735883  -0.223536 2.699874  -0.283813 2.688740  -0.162566 -0.282392 
2.750833  -0.224757 2.714784  -0.285717 2.703360  -0.163092 -0.284258 
2.765784  -0.225979 2.729630  -0.287614 2.717829  -0.163588 -0.286107 
2.780734  -0.227200 2.744404  -0.289524 2.732501  -0.164089 -0.287985 
2.795684  -0.228422 2.759255  -0.291444 2.749677  -0.164680 -0.290205 
2.810634  -0.229643 2.774119  -0.293366 2.764702  -0.165208 -0.292148 
2.825584  -0.230865 2.788999  -0.295290 2.779372  -0.165748 -0.294045 
2.840534  -0.232086 2.803894  -0.297217 2.793891  -0.166291 -0.295923 
2.855485  -0.233308 2.818801  -0.299147 2.808738  -0.166837 -0.297844 
2.870435  -0.234530 2.833590  -0.301062 2.823663  -0.167352 -0.299776 
2.885385  -0.235751 2.848409  -0.303004 2.838284  -0.167845 -0.301677 
2.900335  -0.236973 2.863257  -0.304949 2.852853  -0.168374 -0.303586 
2.915285  -0.238194 2.878119  -0.306896 2.867649  -0.168944 -0.305525 
2.930236  -0.239416 2.892997  -0.308846 2.882521  -0.169507 -0.307473 
2.945186  -0.240637 2.907890  -0.310798 2.897116  -0.170034 -0.309386 
2.960136  -0.241859 2.922794  -0.312753 2.911636  -0.170532 -0.311289 
2.975086  -0.243080 2.937536  -0.314689 2.926283  -0.170997 -0.313211 
2.990036  -0.244302 2.952389  -0.316661 2.943385  -0.171516 -0.315466 
NaN       NaN       2.967235  -0.318632 2.955858  -0.171893 -0.317122 
